concur-invoice-professional-edition-admin-guides/preventing-po-transmittal-when-po-exceeds-specified-exception-level-51b11602.md	works just as the payment or purchase request settings of this type
concur-invoice-professional-edition-admin-guides/general-information-8b3b0308.md	Addition of two new options to the Settings tab:
concur-invoice-professional-edition-admin-guides/general-information-8b3b0308.md	New Settings tab option: Prevent purchase order transmissions setting.
concur-invoice-professional-edition-admin-guides/workflow-creation-process-1d37b85f.md	you must clear a setting in the Settings section of the Workflows tool
concur-invoice-professional-edition-admin-guides/create-a-new-workflow-554e86aa.md	field on the Settings page cleared (disabled)
concur-invoice-professional-edition-admin-guides/enabling-and-disabling-an-invoice-workflow-setting-0e1e6d33.md	On the Workflow Settings page, select a setting option.
concur-invoice-professional-edition-tools-guides/workflow-and-approval-routing-8b4ff6c9.md	All workflow options available for non-PO policies are also available to a PO-based invoice policy.
concur-invoice-professional-edition-tools-guides/workflow-and-approval-routing-8b4ff6c9.md	This includes options such as workflow rules and Authorized Approvers.
concur-invoice-professional-edition-admin-guides/conditional-expressions-and-the-condition-page-4d98af34.md	The Condition page in the Workflows tool is similar to the Condition Editor page used in the Audit Rules tool
concur-invoice-professional-edition-admin-guides/access-exceptions-90e45318.md	appear as options for the Audit Rules tool and Workflows tool when creating rules
concur-invoice-professional-edition-admin-guides/approval-flow-page-c73e063f.md	The Approval Flow for Invoice page appears by clicking Details
concur-invoice-professional-edition-admin-guides/invoice-settings-cace748d.md	under the My Work area on the home page
concur-invoice-professional-edition-admin-guides/purchase-request-settings-b0bce285.md	Requests Pending Your Approval window
concur-invoice-professional-edition-admin-guides/adding-an-invoice-approval-status-d8cbbe5d.md	This text becomes button text for the approver
concur-invoice-professional-edition-admin-guides/accessing-the-change-log-8b2b0deb.md	From the Invoice Processing Admin menu, select Change Log.
concur-invoice-professional-edition-admin-guides/workflow-guides-8b3b85da.md	Refer to these guides when configuring and maintaining workflows.
concur-invoice-professional-edition-admin-guides/workflow-settings-8b3b98e1.md	Workflow settings provide configuration options to tailor workflow behavior to specific business requirements.
concur-invoice-professional-edition-admin-guides/authorized-approver-list-a9522ec8.md	The groups that appear here are from the Authorized Approver Hierarchy
concur-invoice-professional-edition-admin-guides/self-approval-of-cost-object-based-workflows-20fd435d.md	In the General step, select the Allow Self Cost Object Approval option.
concur-invoice-professional-edition-admin-guides/approver-terminology-8559861c.md	An Approver is set within User Permissions
concur-invoice-professional-edition-admin-guides/create-a-new-workflow-15992497.md	the General page in the Workflows tab of the Workflows tool
concur-invoice-professional-edition-admin-guides/work-with-the-step-rules-page-4c33cda0.md	When done with all rules and actions, click Done on the Workflows tab.
concur-invoice-professional-edition-admin-guides/deleting-a-confirmation-agreement-8cc92339.md	On the Confirmation Agreements tab of the Workflows page, select the desired agreement:
concur-invoice-professional-edition-admin-guides/general-information-8b3b0308.md	Reason Category and Codes tab and options
concur-invoice-professional-edition-admin-guides/general-information-8b3b0308.md	Confirmation Agreements tab and options
concur-invoice-professional-edition-admin-guides/edit-workflow-properties-409a8f0b.md	The Workflows page appears.
concur-invoice-professional-edition-admin-guides/understand-ad-hoc-steps-ce0af3e7.md	on the Configuration tab of the Authorized Approvers tab
concur-invoice-professional-edition-admin-guides/edit-an-invoice-delegate-configuration-c7f51424.md	On the Delegate Configurations page, choose either the Invoice or Purchase Request tab.
concur-invoice-professional-edition-admin-guides/create-reminder-rules-b0a7fac5.md	Group administrators can only create email reminder rules if given "create" rights.
